"","Contract.Number","Plan.Benefit.Package","Contract.Name","Plan.Type","Average.Part.C.Risk.Score","Average.A.B.PM.PM.Payment","Average.Rebate.PM.PM.Payment","date","payment","rebate","Plan.ID","contract_plan"
"9891","H2663",802,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.272,"$912.76 ","$0.00 ",2019-06-30,912.76,0,802,"H2663_802"
"9892","H2663",805,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.025,"$907.91 ","$0.00 ",2019-06-30,907.91,0,805,"H2663_805"
"9893","H2663",810,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.929,"$850.00 ","$0.00 ",2019-06-30,850,0,810,"H2663_810"
"9894","H2663",811,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.31,"$910.49 ","$0.00 ",2019-06-30,910.49,0,811,"H2663_811"
"9895","H2663",813,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.025,"$863.75 ","$0.00 ",2019-06-30,863.75,0,813,"H2663_813"
"9896","H2758",2,"BEHEALTHY FLORIDA, INC.","HMO",0.978,"$615.44 ","$173.37 ",2019-06-30,615.44,173.37,2,"H2758_2"
"9897","H2758",4,"BEHEALTHY FLORIDA, INC.","HMO",1.129,"$645.26 ","$187.75 ",2019-06-30,645.26,187.75,4,"H2758_4"
"9898","H2758",6,"BEHEALTHY FLORIDA, INC.","HMO",0.979,"$636.19 ","$184.72 ",2019-06-30,636.19,184.72,6,"H2758_6"
"9899","H2758",8,"BEHEALTHY FLORIDA, INC.","HMO",1.085,"$642.42 ","$175.02 ",2019-06-30,642.42,175.02,8,"H2758_8"
"9900","H2773",3,"QUALITY HEALTH PLANS OF NEW YORK, INC.","HMO",1.188,"$584.64 ","$255.30 ",2019-06-30,584.64,255.3,3,"H2773_3"
"9901","H2773",17,"QUALITY HEALTH PLANS OF NEW YORK, INC.","HMO",1.162,"$542.17 ","$250.73 ",2019-06-30,542.17,250.73,17,"H2773_17"
"9902","H2773",18,"QUALITY HEALTH PLANS OF NEW YORK, INC.","HMO",0.929,"$721.79 ","$153.67 ",2019-06-30,721.79,153.67,18,"H2773_18"
"9903","H2773",19,"QUALITY HEALTH PLANS OF NEW YORK, INC.","HMO",0.763,"$523.30 ","$193.12 ",2019-06-30,523.3,193.12,19,"H2773_19"
"9904","H2773",20,"QUALITY HEALTH PLANS OF NEW YORK, INC.","HMO",0.769,"$475.64 ","$178.07 ",2019-06-30,475.64,178.07,20,"H2773_20"
"9905","H2773",22,"QUALITY HEALTH PLANS OF NEW YORK, INC.","HMO",0.994,"$644.29 ","$208.33 ",2019-06-30,644.29,208.33,22,"H2773_22"
"9906","H2775",82,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",1.192,"$800.10 ","$72.51 ",2019-06-30,800.1,72.51,82,"H2775_82"
"9907","H2775",99,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",1.081,"$888.83 ","$38.33 ",2019-06-30,888.83,38.33,99,"H2775_99"
"9908","H2775",100,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",0.908,"$838.46 ","$54.46 ",2019-06-30,838.46,54.46,100,"H2775_100"
"9909","H2775",101,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",1.022,"$730.99 ","$93.93 ",2019-06-30,730.99,93.93,101,"H2775_101"
"9910","H2775",102,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",1.094,"$812.76 ","$41.04 ",2019-06-30,812.76,41.04,102,"H2775_102"
"9911","H2775",103,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",1.047,"$746.77 ","$106.75 ",2019-06-30,746.77,106.75,103,"H2775_103"
"9912","H2775",104,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Local PPO",1.001,"$759.29 ","$70.61 ",2019-06-30,759.29,70.61,104,"H2775_104"
"9913","H2793",3,"IMPERIAL INSURANCE COMPANIES INC.","HMO",0.925,"$681.04 ","$192.87 ",2019-06-30,681.04,192.87,3,"H2793_3"
"9914","H2793",4,"IMPERIAL INSURANCE COMPANIES INC.","HMO",1.085,"$878.95 ","$93.27 ",2019-06-30,878.95,93.27,4,"H2793_4"
"9915","H2793",5,"IMPERIAL INSURANCE COMPANIES INC.","HMO",1.253,"$731.68 ","$229.54 ",2019-06-30,731.68,229.54,5,"H2793_5"
"9916","H2802",1,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.097,"$766.87 ","$119.74 ",2019-06-30,766.87,119.74,1,"H2802_1"
"9917","H2802",7,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.056,"$757.96 ","$113.56 ",2019-06-30,757.96,113.56,7,"H2802_7"
"9918","H2802",8,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.14,"$765.31 ","$88.34 ",2019-06-30,765.31,88.34,8,"H2802_8"
"9919","H2802",10,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.102,"$768.33 ","$98.35 ",2019-06-30,768.33,98.35,10,"H2802_10"
"9920","H2802",12,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.091,"$775.17 ","$99.26 ",2019-06-30,775.17,99.26,12,"H2802_12"
"9921","H2802",13,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.332,"$838.49 ","$79.53 ",2019-06-30,838.49,79.53,13,"H2802_13"
"9922","H2802",14,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.312,"$803.30 ","$88.21 ",2019-06-30,803.3,88.21,14,"H2802_14"
"9923","H2802",15,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.352,"$795.40 ","$90.21 ",2019-06-30,795.4,90.21,15,"H2802_15"
"9924","H2802",16,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.06,"$744.46 ","$96.81 ",2019-06-30,744.46,96.81,16,"H2802_16"
"9925","H2802",17,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.241,"$816.56 ","$64.82 ",2019-06-30,816.56,64.82,17,"H2802_17"
"9926","H2802",18,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.037,"$806.33 ","$101.58 ",2019-06-30,806.33,101.58,18,"H2802_18"
"9927","H2802",19,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.098,"$850.94 ","$75.64 ",2019-06-30,850.94,75.64,19,"H2802_19"
"9928","H2802",20,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.094,"$766.87 ","$89.52 ",2019-06-30,766.87,89.52,20,"H2802_20"
"9929","H2802",21,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.055,"$798.65 ","$64.47 ",2019-06-30,798.65,64.47,21,"H2802_21"
"9930","H2802",22,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",0.961,"$785.73 ","$112.22 ",2019-06-30,785.73,112.22,22,"H2802_22"
"9931","H2802",24,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",0.837,"$784.45 ","$93.77 ",2019-06-30,784.45,93.77,24,"H2802_24"
"9932","H2802",25,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.007,"$837.61 ","$83.12 ",2019-06-30,837.61,83.12,25,"H2802_25"
"9933","H2802",26,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",0.967,"$838.82 ","$74.53 ",2019-06-30,838.82,74.53,26,"H2802_26"
"9934","H2802",27,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",2.786,"$866.06 ","$190.90 ",2019-06-30,866.06,190.9,27,"H2802_27"
"9935","H2802",28,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.107,"$723.25 ","$166.93 ",2019-06-30,723.25,166.93,28,"H2802_28"
"9936","H2802",29,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.11,"$743.34 ","$112.31 ",2019-06-30,743.34,112.31,29,"H2802_29"
"9937","H2802",30,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.044,"$747.82 ","$111.26 ",2019-06-30,747.82,111.26,30,"H2802_30"
"9938","H2802",31,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.094,"$737.85 ","$122.74 ",2019-06-30,737.85,122.74,31,"H2802_31"
"9939","H2802",32,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.033,"$759.02 ","$118.19 ",2019-06-30,759.02,118.19,32,"H2802_32"
"9940","H2802",33,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.099,"$770.08 ","$125.88 ",2019-06-30,770.08,125.88,33,"H2802_33"
"9941","H2802",34,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.083,"$801.11 ","$94.94 ",2019-06-30,801.11,94.94,34,"H2802_34"
"9942","H2802",35,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.208,"$823.47 ","$89.74 ",2019-06-30,823.47,89.74,35,"H2802_35"
"9943","H2802",36,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.224,"$818.72 ","$88.70 ",2019-06-30,818.72,88.7,36,"H2802_36"
"9944","H2802",41,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.138,"$729.64 ","$163.65 ",2019-06-30,729.64,163.65,41,"H2802_41"
"9945","H2802",42,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.224,"$760.67 ","$138.43 ",2019-06-30,760.67,138.43,42,"H2802_42"
"9946","H2802",44,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.489,"$811.62 ","$129.85 ",2019-06-30,811.62,129.85,44,"H2802_44"
"9947","H2802",45,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.093,"$814.82 ","$92.27 ",2019-06-30,814.82,92.27,45,"H2802_45"
"9948","H2802",48,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",0.969,"$752.50 ","$95.67 ",2019-06-30,752.5,95.67,48,"H2802_48"
"9949","H2802",801,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.391,"$924.82 ","$0.00 ",2019-06-30,924.82,0,801,"H2802_801"
"9950","H2802",804,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.336,"$912.95 ","$0.00 ",2019-06-30,912.95,0,804,"H2802_804"
"9951","H2802",807,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","HMO",1.216,"$852.64 ","$0.00 ",2019-06-30,852.64,0,807,"H2802_807"
"9952","H2816",13,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","PFFS",1.269,"$815.20 ","$42.46 ",2019-06-30,815.2,42.46,13,"H2816_13"
"9953","H2816",19,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","PFFS",1.27,"$770.78 ","$77.44 ",2019-06-30,770.78,77.44,19,"H2816_19"
"9954","H2816",33,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","PFFS",1.171,"$807.41 ","$36.77 ",2019-06-30,807.41,36.77,33,"H2816_33"
"9955","H2816",34,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","PFFS",1.132,"$794.30 ","$38.21 ",2019-06-30,794.3,38.21,34,"H2816_34"
"9956","H2816",35,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","PFFS",1.21,"$781.67 ","$64.88 ",2019-06-30,781.67,64.88,35,"H2816_35"
"9957","H2816",36,"AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","PFFS",1.194,"$788.60 ","$52.13 ",2019-06-30,788.6,52.13,36,"H2816_36"
"9958","H2829",1,"INNOVATION HEALTH PLAN, INC.","HMO",0.729,"$772.76 ","$74.50 ",2019-06-30,772.76,74.5,1,"H2829_1"
"9959","H2879",1,"MOLINA HEALTHCARE OF WISCONSIN, INC.","HMO",1.398,"$791.53 ","$75.64 ",2019-06-30,791.53,75.64,1,"H2879_1"
"9960","H2906",5,"HOMETOWN HEALTH PLAN, INC.","Local PPO",1.126,"$868.25 ","$16.64 ",2019-06-30,868.25,16.64,5,"H2906_5"
"9961","H2906",6,"HOMETOWN HEALTH PLAN, INC.","Local PPO",1.034,"$844.74 ","$29.44 ",2019-06-30,844.74,29.44,6,"H2906_6"
"9962","H2906",7,"HOMETOWN HEALTH PLAN, INC.","Local PPO",0.885,"$763.82 ","$75.18 ",2019-06-30,763.82,75.18,7,"H2906_7"
"9963","H2906",8,"HOMETOWN HEALTH PLAN, INC.","Local PPO",0.643,"$752.67 ","$52.12 ",2019-06-30,752.67,52.12,8,"H2906_8"
"9964","H2906",801,"HOMETOWN HEALTH PLAN, INC.","Local PPO",0.953,"$825.85 ","$0.00 ",2019-06-30,825.85,0,801,"H2906_801"
"9965","H2915",1,"PENNSYLVANIA HEALTH & WELLNESS, INC.","HMO",1.736,"$805.33 ","$70.44 ",2019-06-30,805.33,70.44,1,"H2915_1"
"9966","H2915",2,"PENNSYLVANIA HEALTH & WELLNESS, INC.","HMO",1.376,"$842.94 ","$61.79 ",2019-06-30,842.94,61.79,2,"H2915_2"
"9967","H2915",3,"PENNSYLVANIA HEALTH & WELLNESS, INC.","HMO",0.981,"$700.30 ","$115.56 ",2019-06-30,700.3,115.56,3,"H2915_3"
"9968","H2915",5,"PENNSYLVANIA HEALTH & WELLNESS, INC.","HMO",1.074,"$704.20 ","$111.96 ",2019-06-30,704.2,111.96,5,"H2915_5"
"9969","H2915",6,"PENNSYLVANIA HEALTH & WELLNESS, INC.","HMO",0.895,"$725.59 ","$121.46 ",2019-06-30,725.59,121.46,6,"H2915_6"
"9970","H2915",9,"PENNSYLVANIA HEALTH & WELLNESS, INC.","HMO",1.293,"$796.29 ","$66.47 ",2019-06-30,796.29,66.47,9,"H2915_9"
"9971","H2926",1,"PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE","HMO",1.227,"$836.32 ","$62.46 ",2019-06-30,836.32,62.46,1,"H2926_1"
"9972","H2944",13,"HUMANA INSURANCE COMPANY","PFFS",1.135,"$911.97 ","$0.00 ",2019-06-30,911.97,0,13,"H2944_13"
"9973","H2944",114,"HUMANA INSURANCE COMPANY","PFFS",1.163,"$883.74 ","$0.00 ",2019-06-30,883.74,0,114,"H2944_114"
"9974","H2944",124,"HUMANA INSURANCE COMPANY","PFFS",1.217,"$870.29 ","$9.96 ",2019-06-30,870.29,9.96,124,"H2944_124"
"9975","H2944",127,"HUMANA INSURANCE COMPANY","PFFS",1.336,"$869.97 ","$2.80 ",2019-06-30,869.97,2.8,127,"H2944_127"
"9976","H2944",197,"HUMANA INSURANCE COMPANY","PFFS",1.097,"$929.06 ","$0.00 ",2019-06-30,929.06,0,197,"H2944_197"
"9977","H2960",4,"HOMETOWN HEALTH PLAN, INC.","HMO",1.01,"$774.07 ","$129.90 ",2019-06-30,774.07,129.9,4,"H2960_4"
"9978","H2960",9,"HOMETOWN HEALTH PLAN, INC.","HMO",0.748,"$840.31 ","$59.53 ",2019-06-30,840.31,59.53,9,"H2960_9"
"9979","H2960",12,"HOMETOWN HEALTH PLAN, INC.","HMO",0.948,"$749.22 ","$136.42 ",2019-06-30,749.22,136.42,12,"H2960_12"
"9980","H2960",18,"HOMETOWN HEALTH PLAN, INC.","HMO",1.281,"$862.75 ","$87.80 ",2019-06-30,862.75,87.8,18,"H2960_18"
"9981","H2960",19,"HOMETOWN HEALTH PLAN, INC.","HMO",1.268,"$680.99 ","$229.92 ",2019-06-30,680.99,229.92,19,"H2960_19"
"9982","H2960",803,"HOMETOWN HEALTH PLAN, INC.","HMO",0.871,"$926.49 ","$0.00 ",2019-06-30,926.49,0,803,"H2960_803"
"9983","H2962",1,"ULTIMATE HEALTH PLANS, INC.","HMO",1.253,"$477.36 ","$310.99 ",2019-06-30,477.36,310.99,1,"H2962_1"
"9984","H2962",2,"ULTIMATE HEALTH PLANS, INC.","HMO",1.663,"$585.67 ","$299.27 ",2019-06-30,585.67,299.27,2,"H2962_2"
"9985","H2962",3,"ULTIMATE HEALTH PLANS, INC.","HMO",1.083,"$421.09 ","$273.87 ",2019-06-30,421.09,273.87,3,"H2962_3"
"9986","H2962",11,"ULTIMATE HEALTH PLANS, INC.","HMO",0.999,"$495.85 ","$314.46 ",2019-06-30,495.85,314.46,11,"H2962_11"
"9987","H2962",12,"ULTIMATE HEALTH PLANS, INC.","HMO",1.162,"$597.98 ","$316.81 ",2019-06-30,597.98,316.81,12,"H2962_12"
"9988","H2986",1,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.919,"$832.99 ","$47.14 ",2019-06-30,832.99,47.14,1,"H2986_1"
"9989","H2986",2,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.781,"$804.19 ","$57.93 ",2019-06-30,804.19,57.93,2,"H2986_2"
"9990","H2986",4,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.837,"$839.08 ","$30.85 ",2019-06-30,839.08,30.85,4,"H2986_4"
"9991","H2986",5,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.736,"$839.77 ","$28.47 ",2019-06-30,839.77,28.47,5,"H2986_5"
"9992","H2986",6,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.768,"$833.73 ","$38.82 ",2019-06-30,833.73,38.82,6,"H2986_6"
"9993","H2986",7,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.888,"$836.40 ","$35.76 ",2019-06-30,836.4,35.76,7,"H2986_7"
"9994","H2986",801,"STANFORD HEALTHCARE ADVANTAGE","HMO",0.474,"$853.98 ","$0.00 ",2019-06-30,853.98,0,801,"H2986_801"
"9995","H3054",1,"CONSTELLATION HEALTH, LLC.","HMO",1.684,"$449.41 ","$102.50 ",2019-06-30,449.41,102.5,1,"H3054_1"
"9996","H3054",3,"CONSTELLATION HEALTH, LLC.","HMO",1.837,"$472.08 ","$82.46 ",2019-06-30,472.08,82.46,3,"H3054_3"
"9997","H3054",4,"CONSTELLATION HEALTH, LLC.","HMO",2.548,"$488.18 ","$90.08 ",2019-06-30,488.18,90.08,4,"H3054_4"
"9998","H3071",2,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP","HMO",1.163,"$645.84 ","$139.71 ",2019-06-30,645.84,139.71,2,"H3071_2"
"9999","H3071",3,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP","HMO",1.402,"$759.01 ","$105.05 ",2019-06-30,759.01,105.05,3,"H3071_3"
"10000","H3113",1,"OXFORD HEALTH PLANS (NJ), INC.","HMO",2.686,"$887.03 ","$50.26 ",2019-06-30,887.03,50.26,1,"H3113_1"
"10001","H3113",5,"OXFORD HEALTH PLANS (NJ), INC.","HMO",1.536,"$831.27 ","$85.03 ",2019-06-30,831.27,85.03,5,"H3113_5"
"10002","H3113",8,"OXFORD HEALTH PLANS (NJ), INC.","HMO",3.625,"$746.53 ","$269.44 ",2019-06-30,746.53,269.44,8,"H3113_8"
"10003","H3113",9,"OXFORD HEALTH PLANS (NJ), INC.","HMO",1.544,"$737.71 ","$132.11 ",2019-06-30,737.71,132.11,9,"H3113_9"
"10004","H3113",10,"OXFORD HEALTH PLANS (NJ), INC.","HMO",1.442,"$776.96 ","$85.01 ",2019-06-30,776.96,85.01,10,"H3113_10"
"10005","H3113",11,"OXFORD HEALTH PLANS (NJ), INC.","HMO",1.505,"$787.06 ","$105.45 ",2019-06-30,787.06,105.45,11,"H3113_11"
"10006","H3113",12,"OXFORD HEALTH PLANS (NJ), INC.","HMO",1.758,"$798.12 ","$127.92 ",2019-06-30,798.12,127.92,12,"H3113_12"
"10007","H3132",1,"AHF MCO OF FLORIDA, INC.","HMO",1.85,"$733.99 ","$241.65 ",2019-06-30,733.99,241.65,1,"H3132_1"
"10008","H3152",22,"AETNA HEALTH INC. (NJ)","HMO",1.138,"$860.22 ","$35.52 ",2019-06-30,860.22,35.52,22,"H3152_22"
"10009","H3152",45,"AETNA HEALTH INC. (NJ)","HMO",0.873,"$822.43 ","$53.31 ",2019-06-30,822.43,53.31,45,"H3152_45"
"10010","H3152",48,"AETNA HEALTH INC. (NJ)","HMO",1.292,"$933.83 ","$0.00 ",2019-06-30,933.83,0,48,"H3152_48"
"10011","H3152",80,"AETNA HEALTH INC. (NJ)","HMO",0.908,"$737.15 ","$98.96 ",2019-06-30,737.15,98.96,80,"H3152_80"
"10012","H3152",82,"AETNA HEALTH INC. (NJ)","HMO",1.034,"$786.57 ","$87.39 ",2019-06-30,786.57,87.39,82,"H3152_82"
"10013","H3152",84,"AETNA HEALTH INC. (NJ)","HMO",0.997,"$769.48 ","$89.42 ",2019-06-30,769.48,89.42,84,"H3152_84"
"10014","H3152",85,"AETNA HEALTH INC. (NJ)","HMO",0.954,"$778.31 ","$78.07 ",2019-06-30,778.31,78.07,85,"H3152_85"
"10015","H3152",88,"AETNA HEALTH INC. (NJ)","HMO",0.823,"$754.82 ","$93.96 ",2019-06-30,754.82,93.96,88,"H3152_88"
"10016","H3152",801,"AETNA HEALTH INC. (NJ)","HMO",1.051,"$865.53 ","$0.00 ",2019-06-30,865.53,0,801,"H3152_801"
"10017","H3152",804,"AETNA HEALTH INC. (NJ)","HMO",1.219,"$871.92 ","$0.00 ",2019-06-30,871.92,0,804,"H3152_804"
"10018","H3154",4,"HORIZON INSURANCE COMPANY","HMO",1.05,"$897.43 ","$7.41 ",2019-06-30,897.43,7.41,4,"H3154_4"
"10019","H3154",13,"HORIZON INSURANCE COMPANY","HMO",0.913,"$888.46 ","$7.94 ",2019-06-30,888.46,7.94,13,"H3154_13"
"10020","H3154",22,"HORIZON INSURANCE COMPANY","HMO",1.163,"$918.07 ","$0.00 ",2019-06-30,918.07,0,22,"H3154_22"
"10021","H3154",29,"HORIZON INSURANCE COMPANY","HMO",0.939,"$781.09 ","$97.68 ",2019-06-30,781.09,97.68,29,"H3154_29"
"10022","H3154",30,"HORIZON INSURANCE COMPANY","HMO",0.866,"$759.84 ","$96.44 ",2019-06-30,759.84,96.44,30,"H3154_30"
"10023","H3154",31,"HORIZON INSURANCE COMPANY","HMO",0.81,"$740.37 ","$94.27 ",2019-06-30,740.37,94.27,31,"H3154_31"
"10024","H3154",32,"HORIZON INSURANCE COMPANY","HMO",0.917,"$855.24 ","$36.91 ",2019-06-30,855.24,36.91,32,"H3154_32"
"10025","H3154",33,"HORIZON INSURANCE COMPANY","HMO",0.734,"$754.72 ","$95.43 ",2019-06-30,754.72,95.43,33,"H3154_33"
"10026","H3154",801,"HORIZON INSURANCE COMPANY","HMO",0.929,"$868.46 ","$0.00 ",2019-06-30,868.46,0,801,"H3154_801"
"10027","H3154",802,"HORIZON INSURANCE COMPANY","HMO",1.266,"$870.80 ","$0.00 ",2019-06-30,870.8,0,802,"H3154_802"
"10028","H3170",1,"SAPPHIRE EDGE, INC.","HMO",0.901,"$792.97 ","$74.97 ",2019-06-30,792.97,74.97,1,"H3170_1"
"10029","H3170",2,"SAPPHIRE EDGE, INC.","HMO",0.828,"$816.44 ","$55.95 ",2019-06-30,816.44,55.95,2,"H3170_2"
"10030","H3204",1,"PRESBYTERIAN HEALTH PLAN","HMO",0.892,"$700.80 ","$102.39 ",2019-06-30,700.8,102.39,1,"H3204_1"
"10031","H3204",7,"PRESBYTERIAN HEALTH PLAN","HMO",1.197,"$793.14 ","$72.73 ",2019-06-30,793.14,72.73,7,"H3204_7"
"10032","H3204",8,"PRESBYTERIAN HEALTH PLAN","HMO",0.829,"$771.83 ","$65.11 ",2019-06-30,771.83,65.11,8,"H3204_8"
"10033","H3204",12,"PRESBYTERIAN HEALTH PLAN","HMO",1.37,"$761.44 ","$113.73 ",2019-06-30,761.44,113.73,12,"H3204_12"
"10034","H3204",801,"PRESBYTERIAN HEALTH PLAN","HMO",1.11,"$851.98 ","$0.00 ",2019-06-30,851.98,0,801,"H3204_801"
"10035","H3204",808,"PRESBYTERIAN HEALTH PLAN","HMO",0.788,"$851.68 ","$0.00 ",2019-06-30,851.68,0,808,"H3204_808"
"10036","H3206",1,"PRESBYTERIAN INSURANCE COMPANY, INC.","Local PPO",0.995,"$840.06 ","$0.00 ",2019-06-30,840.06,0,1,"H3206_1"
"10037","H3206",3,"PRESBYTERIAN INSURANCE COMPANY, INC.","Local PPO",0.869,"$837.95 ","$0.00 ",2019-06-30,837.95,0,3,"H3206_3"
"10038","H3219",1,"ALLINA HEALTH AND AETNA INSURANCE COMPANY","Local PPO",0.768,"$794.96 ","$58.02 ",2019-06-30,794.96,58.02,1,"H3219_1"
"10039","H3219",2,"ALLINA HEALTH AND AETNA INSURANCE COMPANY","Local PPO",0.668,"$823.42 ","$45.07 ",2019-06-30,823.42,45.07,2,"H3219_2"
"10040","H3219",3,"ALLINA HEALTH AND AETNA INSURANCE COMPANY","Local PPO",0.729,"$851.35 ","$32.50 ",2019-06-30,851.35,32.5,3,"H3219_3"
"10041","H3219",4,"ALLINA HEALTH AND AETNA INSURANCE COMPANY","Local PPO",0.903,"$865.49 ","$26.33 ",2019-06-30,865.49,26.33,4,"H3219_4"
"10042","H3227",1,"KALOS HEALTH, INC.","HMO",2.064,"$870.57 ","$48.09 ",2019-06-30,870.57,48.09,1,"H3227_1"
"10043","H3239",1,"AETNA BETTER HEALTH, INC. (LA)","HMO",1.36,"$825.13 ","$97.21 ",2019-06-30,825.13,97.21,1,"H3239_1"
"10044","H3240",13,"AMERIGROUP NEW JERSEY, INC.","HMO",1.462,"$825.53 ","$136.65 ",2019-06-30,825.53,136.65,13,"H3240_13"
"10045","H3240",16,"AMERIGROUP NEW JERSEY, INC.","HMO",1.427,"$807.61 ","$132.23 ",2019-06-30,807.61,132.23,16,"H3240_16"
"10046","H3240",21,"AMERIGROUP NEW JERSEY, INC.","HMO",1.153,"$830.61 ","$96.21 ",2019-06-30,830.61,96.21,21,"H3240_21"
"10047","H3240",22,"AMERIGROUP NEW JERSEY, INC.","HMO",0.968,"$763.00 ","$129.42 ",2019-06-30,763,129.42,22,"H3240_22"
"10048","H3251",2,"HEALTH CARE SERVICE CORPORATION","HMO",1.124,"$663.00 ","$82.32 ",2019-06-30,663,82.32,2,"H3251_2"
"10049","H3251",804,"HEALTH CARE SERVICE CORPORATION","HMO",1.051,"$775.75 ","$0.00 ",2019-06-30,775.75,0,804,"H3251_804"
"10050","H3259",1,"VOLUNTEER STATE HEALTH PLAN","HMO",1.527,"$743.11 ","$138.77 ",2019-06-30,743.11,138.77,1,"H3259_1"
"10051","H3276",1,"CONNECTICARE INSURANCE COMPANY, INC.","HMO",1.585,"$822.12 ","$78.62 ",2019-06-30,822.12,78.62,1,"H3276_1"
"10052","H3291",1,"PRUITTHEALTH PREMIER, INC.","HMO",2.395,"$823.78 ","$117.00 ",2019-06-30,823.78,117,1,"H3291_1"
"10053","H3293",1,"MMM OF FLORIDA, INC.","HMO",1.255,"$710.83 ","$315.62 ",2019-06-30,710.83,315.62,1,"H3293_1"
"10054","H3293",2,"MMM OF FLORIDA, INC.","HMO",1.284,"$691.40 ","$277.23 ",2019-06-30,691.4,277.23,2,"H3293_2"
"10055","H3293",3,"MMM OF FLORIDA, INC.","HMO",0.824,"$663.20 ","$249.84 ",2019-06-30,663.2,249.84,3,"H3293_3"
"10056","H3293",4,"MMM OF FLORIDA, INC.","HMO",1.752,"$947.00 ","$103.59 ",2019-06-30,947,103.59,4,"H3293_4"
"10057","H3305",7,"MVP HEALTH PLAN, INC.","HMO",1.12,"$844.11 ","$0.00 ",2019-06-30,844.11,0,7,"H3305_7"
